WindSpeed,Humidity,Pressure,Temperature,UV,RainToday,Humidity_Ke
9,78,1026.5,20.4,0,No,81
7,72,1020.6,21.6,0,No,80
7,69,1014.2,23,7,No,79
7,89,1011.5,19.5,8,Yes,84
17,65,1022.5,16.8,8,Yes,78
6,82,1024.4,15.2,0,No,82
2,84,1022.2,17,1,No,83
6,71,1014.6,21.3,3,No,79
22,80,1026.4,15,8,Yes,82
9,70,1025.6,15.7,8,No,79
6,67,1023.8,17.7,0,No,78
6,68,1024,17.4,0,No,79
4,77,1022,17.7,6,No,81
6,77,1015.1,19.9,1,No,81
13,67,1011,23.4,0,Yes,78
11,97,1017.2,18.2,8,No,87
11,97,1017.6,18.1,8,Yes,87
13,98,1015.3,16.8,8,Yes,87
7,87,1007.9,21.7,8,Yes,84
6,85,1012.4,21.2,3,No,83
13,67,1020.9,18,8,Yes,78
7,70,1021.6,18.7,0,No,79
6,76,1015.8,18.3,0,No,81
11,74,1020.6,20.7,7,No,80
2,81,1020.3,20.2,7,No,82
7,87,1013.2,19.9,4,Yes,84
13,82,1014.6,18.1,8,Yes,82
17,83,1018.2,16.5,8,Yes,83
15,65,1020.4,18.5,0,Yes,78
2,72,1019.3,18.3,0,No,80
7,59,1013.7,24.1,0,No,76
0,70,1015,22.1,0,No,79
6,66,1012.5,24.7,0,No,78
7,64,1015.4,21.9,8,No,77
0,69,1019.6,19.4,8,No,79
9,71,1011.8,20.3,0,No,79
7,77,1017.4,21.5,0,No,81
6,76,1013.4,20.4,0,No,81
22,42,999.8,31.1,0,No,71
7,65,1016,19,8,No,78
11,80,1016.6,19.5,8,No,82
0,85,1013.5,20.9,0,No,83
6,64,1012.3,21.6,0,No,77
6,65,1010.3,23.5,1,No,78
13,69,1014.7,21.2,8,No,79
7,70,1027.4,18,8,No,79
6,63,1026.7,19.2,1,No,77
6,70,1022.8,19.1,0,No,79
6,72,1020.4,21.2,0,No,80
6,74,1021.3,21.7,0,No,80
2,75,1018.6,21.6,2,No,81
19,71,1014.1,25.2,0,Yes,79
9,75,1015.5,22.5,8,No,81
7,77,1006.3,23.3,0,No,81
6,66,1014.6,21.1,0,No,78
6,73,1019.4,19.2,0,No,80
7,68,1015.5,22.4,0,No,79
6,63,1015.3,22.3,0,No,77
11,92,1015.1,21.7,8,Yes,85
4,89,1018.9,18.7,0,Yes,84
7,75,1016.6,21.9,0,No,81
6,66,1014.5,25.9,0,No,78
9,56,1013.4,23.3,0,No,75
7,39,1014.1,30.2,8,No,70
15,93,1023.8,16.5,8,Yes,86
13,80,1019.7,19.9,8,Yes,82
11,74,1020.1,20.8,8,Yes,80
6,66,1018.7,20.8,8,No,78
13,77,1009.5,21.5,8,No,81
17,75,1016.9,17.9,5,No,81
9,71,1023.9,17.2,8,No,79
15,61,1022.6,19.7,1,No,77
0,70,1020,18.4,0,No,79
7,70,1019.6,20.1,0,No,79
6,67,1016.5,21.5,0,No,78
4,75,1013.4,20.5,1,No,81
11,73,1015.4,20.7,8,No,80
11,86,1016.6,20.3,8,Yes,84
19,98,1016.6,17,8,Yes,87
19,98,1013,16.9,8,Yes,87
24,66,1014.5,20.5,3,Yes,78
6,73,1020.2,18.9,0,No,80
7,79,1022,20.5,0,No,82
6,82,1020.6,20.8,0,No,82
4,77,1013.4,23.6,0,No,81
7,74,1010.3,25.5,0,No,80
7,76,1019.6,23,0,No,81
15,60,1011.4,30.2,8,No,76
15,93,1025.2,13.4,8,Yes,86
20,74,1027.5,18.6,8,Yes,80
13,68,1025.3,20.5,8,Yes,79
4,80,1020.9,19.8,0,No,82
4,81,1017.5,21.2,0,No,82
4,63,1012.6,25.7,0,No,77
6,71,1010.6,26.1,0,No,79
2,95,1010.6,23.8,8,Yes,86
7,96,1006.8,24.2,8,Yes,86
9,93,1013.7,19.9,8,Yes,86
9,89,1014.7,21.4,0,No,84
4,91,1017.5,22.1,1,No,85
6,81,1016.1,22.3,8,No,82
13,93,1008.2,21.4,0,No,86
2,89,1003.2,23.8,1,No,84
2,83,1005.1,21.7,1,Yes,83
4,99,1004.3,19.7,7,Yes,87
6,82,1004.3,19.4,0,No,82
7,75,1006.5,20.3,0,No,81
6,85,1004,20.8,0,No,83
11,92,1012.5,19.2,8,Yes,85
20,70,1018,19.9,5,No,79
9,85,1018.8,18.5,8,No,83
6,86,1018.3,20.5,6,No,84
6,84,1019.4,20.2,1,No,83
7,81,1020.9,21.8,8,No,82
7,81,1016.6,21.3,0,No,82
6,81,1015.7,22,0,No,82
6,84,1017,22.9,0,No,83
6,81,1014.5,22.2,0,No,82
6,81,1008.5,22.7,0,0,82
7,74,1011.9,24.1,0,No,80
6,72,1009.4,22.1,3,No,80
11,66,1011.6,20,0,No,78
13,75,1010.2,18.8,0,No,81
6,80,1012.4,23.1,0,No,82
17,74,1018.1,23.6,8,No,80
13,86,1025.4,22.2,3,Yes,84
4,86,1025.4,22.7,0,No,84
6,86,1021.5,21.7,0,No,84
0,84,1016.1,21.6,0,No,83
6,77,1012.4,23.1,0,No,81
17,70,1015.5,24.8,8,No,79
11,75,1019.3,24.2,3,No,81
7,86,1018.9,21.4,1,No,84
0,75,1021.4,22.1,8,No,81
6,95,1022.3,20.5,0,No,86
0,88,1021.3,20,0,No,84
7,93,1021.5,21.5,0,No,86
2,86,1022.1,22.2,2,No,84
0,86,1021.9,21.1,0,No,84
4,84,1023.3,20.5,1,No,83
6,85,1021.8,22.1,0,No,83
4,74,1023.4,24,2,No,80
0,0,0,0,0,No,60
0,74,1019.9,25.4,0,0,80
6,85,1019.8,23.7,0,No,83
7,89,1019.8,22.5,0,No,84
4,80,1020.3,23.1,0,No,82
0,88,1016.6,22,0,No,84
15,76,1019.7,21.9,8,No,81
9,96,1020.3,19,3,Yes,86
7,85,1017.1,21.3,2,No,83
20,85,1003.1,21.2,0,No,83
2,56,1011.1,17.4,0,No,75
17,54,1017.6,19.2,8,No,75
9,85,1018.6,17.4,8,Yes,83
17,66,1017.7,19.1,8,No,78
0,73,1018.5,17.4,0,No,80
0,88,1021.1,17.8,0,No,84
0,81,1019,16.9,0,No,82
0,89,1018.8,18.4,0,No,84
0,97,1018.2,18.4,8,No,87
9,85,1018.7,20.9,0,No,83
11,88,1017.4,21,8,No,84
4,89,1015.2,19.7,8,Yes,84
4,67,1017.6,16.6,6,No,78
0,77,1019.2,19.3,0,No,81
0,81,1016.8,17.6,0,No,82
9,66,1024.8,22.9,3,No,78
9,86,1023.1,20.4,3,Yes,84
6,99,1020.3,17.7,0,No,87
15,60,1015.9,25.5,4,No,76
20,65,1023.2,19.9,8,No,78
6,80,1023.6,18,7,No,82
6,65,1022.1,20.2,0,No,78
6,76,1019.8,19.1,0,No,81
6,58,1017.8,18.3,0,No,76
7,82,1023.4,18.9,6,No,82
11,69,1027.6,20.1,8,No,79
6,89,1030.3,17.7,8,No,84
6,80,1026.5,19.1,0,No,82
7,82,1021.2,18.8,0,No,82
13,76,1022.5,19.8,8,No,81
11,80,1022.2,19.2,4,No,82
2,81,1022,19.9,0,No,82
6,95,1024.8,17.7,0,No,86
4,99,1023.2,17.2,0,No,87
11,82,1020.3,18.9,8,No,82
22,61,1024.9,18.5,8,No,77
13,81,1030.2,18.5,0,Yes,82
6,87,1032.4,14.7,0,No,84
6,91,1031.2,15.2,0,No,85
9,99,1028.1,14.1,2,No,87
2,98,1025.3,15.1,0,No,87
2,87,1023,16.9,0,No,84
6,94,1018.7,18.4,0,No,86
17,96,1013.6,19.1,1,Yes,86
9,67,1017.3,15.6,0,No,78
7,67,1012.7,15.2,0,No,78
7,49,1015.1,20.2,1,No,73
6,73,1021,15.3,0,No,80
6,88,1019.9,12.6,0,No,84
6,89,1021.8,12,0,No,84
4,94,1018.5,15.8,8,No,86
11,99,1008.4,17.7,6,Yes,87
31,45,1007.1,21.3,0,No,72
11,34,1015.6,18,0,No,69
13,47,1014.9,19.9,0,No,73
2,72,1022.1,15.1,0,No,80
6,80,1024.1,11.9,0,No,82
7,69,1017.9,14.1,0,No,79
7,71,1022.1,15.5,0,No,79
9,57,1017.2,19.5,0,No,75
0,80,1019.3,11.5,0,No,82
0,66,1018.4,12.9,0,No,78
0,67,1021.3,13.6,0,No,78
6,89,1027.8,13.5,0,No,84
7,99,1024.7,11.4,0,No,87
20,56,1013.8,21.2,0,No,75
6,71,1018.6,10,0,No,79
6,80,1018.4,9.4,0,No,82
22,52,1006.3,15.9,7,No,74
22,37,1003.9,15.7,0,No,70
11,88,1007.4,10.5,1,No,84
6,87,1017.5,9.2,0,No,84
7,84,1026.4,4.9,0,No,83
2,82,1030.2,7,0,No,82
0,98,1029.3,12.8,8,Yes,87
9,99,1027.2,10.4,1,No,87
9,92,1026,12.4,4,No,85
7,99,1015.3,14.3,8,Yes,87
17,99,1001.3,16.2,8,Yes,87
9,64,1000.8,15.1,0,Yes,77
17,62,1004,15.7,8,No,77
7,71,1011.7,13.7,0,No,79
22,65,1007.4,17.8,0,No,78
2,70,1017.8,14.6,0,No,79
7,66,1023.2,12.5,0,No,78
2,82,1037,8.1,0,No,82
6,85,1039.1,9.1,5,No,83
4,98,1036.2,7.7,0,No,87
2,98,1033.9,7.4,0,No,87
0,99,1025.7,7.8,0,No,87
2,96,1018,9.4,8,No,86
0,99,1017.4,13.3,0,Yes,87
0,98,1017.2,14.5,8,No,87
9,94,999.3,14.7,8,Yes,86
31,51,1003.8,16,0,No,74
30,52,1004.5,16.8,0,No,74
6,75,1012.8,10.7,1,No,81
11,55,1004.6,15.1,0,No,75
2,50,1019,9.8,0,No,74
0,92,1021.7,3.8,0,No,85
2,91,1015.9,8.5,7,Yes,85
6,70,1023.4,9.4,0,No,79
6,88,1029,5,0,No,84
0,98,1021.5,3.4,8,No,87
9,52,1016.3,12.1,0,No,74
4,85,1026,6.9,0,No,83
2,92,1027,6,0,No,85
6,98,1021,2.4,0,No,87
9,98,1012.1,8.1,1,Yes,87
11,54,1005.3,14,8,No,75
17,83,1016.1,14.8,8,No,83
6,98,1020.3,12.9,8,Yes,87
4,98,1023.7,11.1,8,Yes,87
6,92,1025.3,13.1,0,No,85
17,86,1015.2,13.1,7,No,84
6,42,1010.5,17.6,0,No,71
20,42,1019.6,11,0,No,71
9,89,1030.1,4.7,0,No,84
4,86,1031.1,4.3,0,No,84
2,94,1033.8,6.1,8,No,86
2,99,1031.5,12.3,4,No,87
4,99,1025.1,8.9,0,No,87
6,95,1021.8,13.9,8,No,86
9,99,1019.8,16.2,7,Yes,87
7,98,1020.2,14.7,0,Yes,87
22,75,1008.9,18.8,0,No,81
24,41,1005.1,14.7,0,Yes,71
6,81,1016.3,6.1,0,No,82
20,49,1013.1,13.7,0,No,73
13,51,1014.5,15.1,0,No,74
20,54,1012.7,15.4,1,No,75
6,86,1025,7.9,0,No,84
4,85,1023.6,6,0,No,83
0,89,1023.8,7.6,0,No,84
6,97,1018.2,9.1,0,No,87
6,91,1017.5,10.1,7,No,85
2,99,1014,9.8,8,No,87
13,86,1018.9,11.1,7,Yes,84
19,89,1024.9,10.9,8,Yes,84
0,89,1031.1,10.8,8,Yes,84
2,98,1029.3,10.2,7,No,87
6,98,1027.4,10.8,8,No,87
4,97,1026.8,8.3,0,No,87
2,97,1023.3,8,0,No,87
11,57,1015.8,17.5,4,No,75
19,47,1019.1,15.1,0,No,73
6,78,1024.8,7.3,0,No,81
7,64,1022.9,11.6,2,No,77
0,76,1028.2,10.8,1,No,81
2,98,1033.2,8.1,0,No,87
0,99,1031.3,8.5,0,No,87
9,75,1026.3,13.9,0,No,81
6,76,1024.5,12.5,0,No,81
0,74,1020.3,12,8,No,80
22,49,1015.7,14.3,0,No,73
6,65,1020.2,11.1,0,No,78
6,91,1017.5,8.6,8,No,85
2,99,1014.7,9.5,7,Yes,87
11,98,1013.8,11.3,8,No,87
6,79,1011.2,11.1,2,Yes,82
0,73,1019.2,10.6,8,No,80
6,80,1024,8.8,0,No,82
9,76,1023.3,10.3,0,No,81
0,89,1027.6,8.7,0,No,84
2,91,1026.8,11.4,0,No,85
15,75,1018.7,17.1,4,No,81
4,75,1020.4,15.5,1,No,81
6,99,1011.7,13.7,8,Yes,87
26,57,999.9,17.4,7,Yes,75
15,53,1021.6,15.9,0,No,74
7,78,1030.6,12.1,0,No,81
6,81,1030.5,12.8,0,No,82
7,80,1031.7,16.8,6,No,82
0,91,1029.7,15,6,No,85
4,94,1021.7,14.5,8,No,86
24,61,1013,17.2,3,No,77
6,65,1019.3,15.6,0,No,78
7,78,1022,13.4,0,No,81
11,71,1021.4,16.6,3,No,79
9,98,1013.7,16.6,0,Yes,87
30,40,1010.6,17.5,0,No,71
9,57,1016.8,17.6,1,No,75
6,68,1022.3,14.1,2,No,79
6,88,1012.9,12.9,8,No,84
24,58,1009.5,17.5,0,Yes,76
9,70,1018.8,12.7,0,No,79
9,67,1012.5,16.1,8,No,78
7,60,1007.1,18.8,8,No,76
24,51,1012.1,18.4,8,No,74
7,71,1012.7,16.4,0,No,79
9,84,1006.8,14.7,6,No,83
9,70,1013.3,14.5,0,No,79
19,49,1009.2,16.8,0,No,73
4,54,1014.9,14.7,0,No,75
0,95,1000.7,11.1,1,Yes,86
26,43,998.8,17.5,0,No,72
31,47,1006.9,19.4,3,No,73
15,59,1013.1,17.5,0,No,76
28,55,999.1,22,0,No,75
15,41,1008.3,17.3,0,No,71
19,40,1016.7,15.3,0,No,71
9,48,1019.1,18.8,0,No,73
9,62,1021.3,19.7,0,No,77
20,36,1015,23.4,8,No,70
6,54,1023,17.1,0,No,75
26,47,1007.2,24.2,0,No,73
20,38,1014.9,15.2,0,No,70
2,56,1017.1,13.6,7,No,75
22,51,1021.9,14.9,2,No,74
7,64,1026.3,12.8,0,No,77
6,74,1023.3,13.9,0,No,80
22,42,1014.5,21.3,0,No,71
31,62,1006.2,18.8,5,No,77
15,53,1014.8,16.7,0,Yes,74
6,61,1018.2,17.4,0,No,77
6,63,1024.7,17,3,No,77
13,81,1019.1,16,0,No,82
9,99,1010.2,17.3,1,Yes,87
26,46,1019.1,15.1,1,No,72
7,61,1019.9,13.6,0,No,77
6,73,1019.2,14,0,No,80
4,59,1016.7,17.7,0,No,76
9,65,1015.8,20,1,No,78
11,97,1021.2,13.6,8,Yes,87
11,90,1020.4,17.6,1,No,85
13,76,1013.8,21.8,0,No,81
15,31,1011,18.4,0,No,68
4,48,1014.6,15.8,0,No,73
2,48,1015.2,18,0,No,73
6,59,1019.2,18.4,0,No,76
7,66,1015,19.6,0,No,78
30,23,1003.9,24.8,0,No,66
20,27,1009.2,19.9,0,No,67
6,49,1011.1,21.1,0,No,73
7,61,1007.4,19.3,2,No,77
11,86,1013.1,19.1,8,Yes,84
6,90,1009.4,18.3,1,Yes,85
2,78,1012.5,20.2,1,No,81
19,87,1002.7,19.9,1,Yes,84
7,52,998.4,22.9,1,No,74
22,45,1002.3,21.3,5,No,72
6,67,1016.5,16.7,0,Yes,78
7,73,1020.3,18.3,0,No,80
6,70,1025.8,19.1,0,No,79
7,69,1017.4,21.8,0,No,79
13,69,1018,22.7,0,No,79
9,83,1021.5,19.9,0,Yes,83
9,63,1018.2,25.7,1,No,77
2,63,1014.7,24.7,0,No,77
6,68,1010,23,5,No,79
22,36,1013.2,18.8,0,No,70
7,61,1013.2,18.8,0,No,77
4,64,1017.6,20.8,0,No,77
15,71,1017.5,22,2,No,79
9,67,1014.7,23.7,5,No,78
7,82,1011.8,21.4,0,Yes,82
11,69,1012.3,21.1,4,No,79
0,77,1008,19.4,8,Yes,81
7,44,1008.6,25.7,0,No,72
11,70,1015.9,22.9,0,No,79
13,66,1016.1,22.9,0,No,78
6,73,1009.6,25.6,2,Yes,80
2,82,1011.9,22.5,8,Yes,82
9,74,1015.3,22.1,8,Yes,80
11,71,1008.3,23.2,3,No,79
33,32,1009.4,21.6,0,No,68
4,57,1022.5,20.7,0,No,75
9,65,1022.2,21.9,2,No,78
4,65,1022.4,22.4,0,No,78
7,50,1015.3,28.4,1,No,74
20,23,1008.5,33.5,3,No,66
13,99,1017.2,17.5,8,Yes,87
9,99,1013.5,17.5,8,Yes,87
9,72,1007.4,25.9,1,Yes,80
17,64,1018.7,19.6,8,No,77
6,76,1021.1,18,8,No,81
6,73,1010.4,19.4,0,No,80
7,72,1012.2,22.6,0,No,80
11,80,1019.3,20.5,8,No,82
13,65,1019.1,22.2,2,No,78
7,72,1015.6,22.3,0,No,80
6,81,1017,21.9,0,Yes,82
7,75,1014.4,23.7,0,No,81
4,70,1014.2,25.3,0,No,79
7,72,1013,24,0,No,80
11,57,1007,29.6,2,No,75
6,50,1003.7,27.7,0,No,74
9,61,1003.3,28.6,0,No,77
2,76,1007.3,24.4,6,No,81
13,77,1010,22.6,8,No,81
13,62,1018.7,21.5,8,No,77
22,57,1021.3,22.6,5,No,75
6,86,1018.9,20.7,8,No,84
4,78,1018,23.6,8,Yes,81
6,76,1018.4,23.2,4,Yes,81
6,74,1013.4,22.9,0,No,80
6,66,1011.3,26.8,0,No,78
6,74,1011.8,24.4,0,No,80
0,79,1007.9,26.3,1,Yes,82
6,77,1012.4,24.3,1,No,81
19,66,1008.6,25.7,1,No,78
7,49,1003.2,31,0,No,73
9,67,1014.8,24.3,6,No,78
15,67,1017,25.4,0,No,78
7,71,1013.6,24.5,1,No,79
35,28,1005.3,37.6,0,No,67
11,66,1015.4,21.1,8,No,78
20,73,1000.8,23,6,Yes,80
11,52,1010.3,23.2,0,Yes,74
6,60,1017.8,22.4,0,No,76
7,70,1014.8,23.5,1,No,79
15,34,1007.5,35.1,0,No,69
11,79,1020.8,20.4,7,Yes,82
11,79,1016,22.2,8,Yes,82
9,77,1018.7,21.3,8,No,81
7,78,1015.8,23.1,0,No,81
7,72,1016.5,26,3,No,80
6,78,1012.2,26.2,0,No,81
9,33,1008,35.9,0,No,69
7,82,1016.1,21.7,8,No,82
7,84,1012.9,24.8,0,Yes,83
2,89,1015.5,21.2,8,No,84
2,87,1014.1,24.3,0,No,84
0,62,1010.1,28,0,No,77
6,61,1011.1,29.4,0,No,77
11,89,1017.8,23.7,8,No,84
13,89,1021.8,24.7,6,Yes,84
9,84,1018.4,24.5,0,Yes,83
6,70,1010.3,26.6,0,No,79
9,84,1008,25.8,0,No,83
9,68,1000.1,28.4,0,No,79
9,37,1008.2,21.2,0,No,70
7,59,1014.8,23.7,8,No,76
6,63,1017.6,21,1,No,77
4,74,1012.3,22.4,0,No,80
7,60,1009.8,25.3,0,No,76
7,67,1005.8,26.4,5,Yes,78
11,65,1009,21.2,0,Yes,78
22,37,1011.7,20.3,0,No,70
0,55,1020,18.6,0,No,75
4,66,1021.6,22,0,No,78
6,74,1019.7,21.5,0,No,80
13,71,1020.7,23.7,1,No,79
11,92,1020.9,19.1,7,Yes,85
11,92,1022.4,19.3,8,Yes,85
9,87,1024.1,20.7,1,Yes,84
6,87,1022.8,21.9,6,No,84
13,98,1020.6,20.2,8,Yes,87
7,92,1018.1,22.1,8,Yes,85
0,97,1016.9,21.3,8,Yes,87
17,94,1015.7,20.5,7,Yes,86
11,76,1010.6,21.4,5,Yes,81
24,58,1013.6,21.7,1,No,76
19,65,1018.1,19.9,5,No,78
15,85,1019,18.2,7,No,83
6,74,1017.4,19,8,0,80
19,64,1015.6,20.8,5,No,77
6,77,1014.5,18.9,0,No,81
6,94,1010.7,17.1,0,No,86
0,84,1011.1,20.7,0,No,83
15,96,1018.6,21.4,8,Yes,86
9,99,1020.4,20.2,8,Yes,87
9,99,1012.7,22,8,Yes,87
26,78,1018.9,21,8,Yes,81
17,99,1023.2,20.6,8,Yes,87
9,99,1019.7,23.2,4,Yes,87
2,86,1018,24.7,1,No,84
0,95,1015.5,23.2,4,No,86
6,93,1012.7,23.4,1,Yes,86
9,82,1018.6,21.5,7,Yes,82
9,84,1020.1,21,7,Yes,83
0,83,1017.7,20.3,7,No,83
0,89,1015.9,20.6,0,No,84
4,99,1017.2,19.6,0,No,87
11,79,1014.4,21.6,7,No,82
13,89,1011.8,23.4,0,No,84
11,77,1006.7,24.5,8,No,81
17,59,1016.9,17.2,2,Yes,76
0,84,1018.5,15.2,0,No,83
22,67,1025.6,18.2,0,No,78
17,88,1028.9,15.3,8,Yes,84
13,77,1028.7,18.2,7,Yes,81
11,75,1026.5,18.3,8,Yes,81
2,86,1026.5,16,0,No,84
2,81,1028.7,17.8,8,No,82
2,93,1026.5,16,0,No,86
6,83,1015.4,18.2,0,No,83
13,56,1010.5,14.4,8,Yes,75
17,59,1017.9,20,7,No,76
15,66,1024,19.5,4,No,78
9,68,1024.2,19.3,3,No,79
0,78,1022.4,17.3,0,No,81
2,81,1021.3,15.6,2,No,82
0,85,1020.3,17.1,0,No,83
2,83,1024.7,16,0,No,83
4,80,1027.1,18.8,0,No,82
4,84,1031,18.1,8,No,83
2,99,1030.6,16.1,0,No,87
0,87,1028.7,15.6,0,No,84
4,98,1025.8,17.2,8,No,87
2,83,1024.2,17.2,0,No,83
6,99,1022.9,16.4,1,No,87
7,85,1013.9,19.7,8,No,83
11,60,1006.7,20.5,8,No,76
2,76,1016.4,12.9,1,Yes,81
15,50,1023.1,15.4,0,No,74
7,81,1021.2,12,0,No,82
0,78,1023.4,15.9,0,No,81
6,99,1019.6,13.3,0,No,87
4,74,1017.9,16.5,1,No,80
20,58,1027.5,15.6,8,No,76
0,77,1031.9,15.5,8,No,81
2,86,1031.4,14,0,No,84
4,87,1026.1,13.7,0,No,84
9,64,1024.5,17.1,0,No,77
6,79,1028.3,9.8,0,No,82
0,82,1027.2,12.1,0,No,82
4,89,1025.7,12,0,No,84
0,87,1025.3,11.7,0,No,84
0,89,1027.3,13.4,8,No,84
0,99,1025.1,14.2,4,No,87
0,99,1022.6,13.5,1,No,87
11,89,1017.4,15.4,0,Yes,84
2,85,1018.6,12.1,0,No,83
0,97,1023.8,10.1,0,No,87
0,99,1027.4,12.7,8,No,87
6,99,1025.6,14.5,8,No,87
11,99,1018,16.4,0,Yes,87
7,99,1021.4,13.3,7,No,87
0,99,1025,11.7,7,No,87
0,99,1022.3,14.4,0,No,87
9,85,1014.9,16.2,0,No,83
0,79,1021.8,12.2,0,No,82
0,96,1022.3,9.5,2,No,86
0,91,1022.2,12.9,0,No,85
2,99,1013.3,11.2,2,No,87
17,42,1018.3,14.3,0,No,71
6,85,1023.7,6.3,0,No,83
13,83,1026.3,11.9,4,No,83
0,77,1033.3,10.4,0,No,81
0,84,1033.4,8.4,7,No,83
4,69,1031.8,12.6,8,No,79
2,94,1028.8,11.5,8,No,86
0,99,1025.3,8.9,0,No,87
2,81,1019.5,10.9,0,No,82
19,82,1020.8,12.2,8,Yes,82
4,98,1024.6,13.3,8,Yes,87
0,94,1028,13.1,8,No,86
6,98,1032.3,14,8,Yes,87
0,99,1029.4,13.5,7,Yes,87
4,99,1025.4,9.6,0,No,87
6,98,1030.3,10.8,6,No,87
6,92,1031.6,13.8,8,No,85
6,99,1028.4,9.4,0,No,87
2,98,1026,12.6,0,No,87
7,90,1024.3,14.2,1,No,85
17,78,1025.9,15,8,No,81
0,87,1030.9,11.4,4,No,84
2,85,1028.9,14.3,4,No,83
0,99,1026.5,6.6,8,No,87
0,91,1029.1,9.9,0,No,85
6,99,1021,7,0,No,87
4,85,1017.8,9.6,0,No,83
0,88,1018.8,9.6,0,No,84
17,92,1017.6,20.7,8,Yes,85
9,83,1017.9,22.4,7,Yes,83
17,88,1016.7,23.5,8,Yes,84
22,83,1014.2,21.4,8,Yes,83
11,88,1008.3,22.5,8,Yes,84
9,69,1002.7,23.8,6,Yes,79
15,75,999,21.7,7,Yes,81
7,77,1008.3,18.9,8,Yes,81
19,92,1006.4,17.1,7,Yes,85
11,80,1014,17.2,2,Yes,82
9,78,1017.6,18.9,8,No,81
7,68,1010.7,22.9,7,No,79
24,87,1009.2,20.9,7,Yes,84
15,81,1017.2,18.4,1,Yes,82
19,80,1020.2,19.5,3,No,82
11,77,1023,19.8,6,No,81
13,63,1024.7,21.8,7,No,77
13,70,1021.7,21.2,6,No,79
7,79,1018,20.8,7,No,82
13,80,1013.4,21.3,1,No,82
4,86,1011.4,22.1,7,No,84
11,77,1009.2,22.3,1,No,81
20,38,1007.4,22.5,1,No,70
11,48,1007.9,21.2,0,No,73
15,58,1017.5,21.6,7,No,76
2,73,1018.3,23,6,No,80
0,82,1014.1,21.3,7,Yes,82
20,77,1010,20.4,8,Yes,81
24,65,1015.3,17.1,3,Yes,78
19,55,1020.9,15.9,1,No,75
13,93,1026.2,15.1,2,Yes,86
15,78,1025.8,18.2,1,No,81
9,77,1020.5,18.7,2,No,81
19,72,1024.8,22.6,3,No,80
11,67,1024.2,22.1,1,No,78
13,83,1021.3,22.9,7,No,83
9,88,1023.4,18.8,2,Yes,84
9,82,1025.5,19.7,2,No,82
9,76,1025.1,22.9,0,No,81
2,72,1022,21.9,0,No,80
7,77,1021.9,22.2,1,No,81
6,84,1019.7,22.4,4,No,83
9,84,1022.8,21.8,1,No,83
2,80,1022.1,22.5,1,No,82
7,81,1024.6,22.8,2,No,82
4,82,1024.8,22,1,No,82
11,73,1023.3,22.2,2,No,80
7,70,1021.2,23.9,7,No,79
6,70,1014.3,23.5,2,No,79
26,87,1017.3,17.8,8,No,84
24,81,1022.8,19.6,7,Yes,82
9,82,1023.1,18.5,6,No,82
7,95,1018.7,19.9,2,Yes,86
4,81,1011.1,21.4,7,No,82
0,76,1008.9,20.5,5,Yes,81
20,52,1014.7,17.5,1,No,74
13,71,1017.1,18.3,3,No,79
15,85,1015.4,16.7,2,No,83
22,61,1013,16.9,1,No,77
9,57,1015,16.3,1,No,75
20,55,1023,16.7,1,No,75
6,75,1019,17.8,7,No,81
26,42,1009.9,16.6,1,No,71
24,47,1020.8,13.9,0,No,73
13,71,1024.5,15.2,1,No,79
13,71,1027.2,17.7,6,No,79
11,83,1026.3,18.2,6,Yes,83
20,86,1026.5,17,6,Yes,84
13,96,1024.6,16.3,5,Yes,86
15,77,1022.1,18.7,1,Yes,81
15,83,1020.1,17.1,2,No,83
11,79,1018.6,17.6,4,No,82
11,81,1016.4,17.4,6,No,82
19,82,1019.6,15.9,3,Yes,82
20,85,1025.4,15.9,7,Yes,83
15,78,1026.4,17.2,8,Yes,81
17,91,1025.1,16.4,7,Yes,85
4,94,1025.4,16.4,7,Yes,86
22,51,1027.2,19.3,7,Yes,74
15,79,1026.6,17.3,6,Yes,82
9,91,1023.2,16.6,7,Yes,85
9,90,1023.6,16.1,5,Yes,85
6,90,1024,16.2,7,Yes,85
19,93,1021.3,16.8,7,Yes,86
17,55,0,19.7,7,Yes,75
15,81,1011.2,15.6,7,No,82
20,51,1005.2,20.3,2,No,74
20,46,1007.4,13.7,6,No,72
24,54,1020.4,11.7,1,No,75
15,68,1024.2,11.6,3,No,79
11,74,1019.7,13.4,7,No,80
19,65,1018.7,14.5,3,No,78
19,62,1019.3,14.1,1,No,77
22,64,1021.1,12.4,1,No,77
15,71,1018.7,12.4,2,No,79
9,74,1017.1,13.7,7,No,80
22,57,1014.3,16.5,3,No,75
24,63,1019.2,14,1,No,77
17,75,1021.4,14.3,1,No,81
11,86,1022.2,15.2,1,No,84
13,84,1023.1,16.8,7,No,83
11,88,1023.5,14.9,1,No,84
11,88,1023.4,15,7,No,84
20,82,1023.8,13.8,1,No,82
13,90,1022.2,13.9,1,No,85
15,78,1017.1,15.9,2,Yes,81
20,52,1008.4,19.2,7,No,74
19,57,1007,11.6,1,No,75
22,58,1015.7,12.5,0,No,76
24,64,1020.1,13,1,No,77
19,74,1022.4,13.5,7,No,80
20,63,1028.2,15.1,2,No,77
17,76,1026.9,12.7,5,No,81
13,71,1025.4,13.3,1,No,79
17,78,1025.1,11.1,3,No,81
20,81,1025.9,12.9,2,No,82
15,82,1024.6,13.6,1,No,82
